"Spring 2026"
"Generated 4/28/2026, 8:31:04 AM"
,"CLSS ID","CRN","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Schedule Type","Title","Meeting Pattern","Meetings","Instructor","Room","Status","Part of Term","Custom Start Date","Custom End Date","Session","Campus","Print/Web","Special Approval","Credit Hrs","Attributes","Course Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Wait Cap","Wait Total","Attend Mthd","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Attend Meth","Link To","Comments","Section Notes#1","Section Notes#2","Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Cohort 
Include/Exclude","Restrictions
Cohort"
,"916","34250","Spring 2026","202630","MATH","MATH"," 98","MATH 98","34250 (861)","Precalculus & Trigonometry","Precalculus & Trigonometry","Online Hybrid","","R 4:40pm-7:55pm","R 4:40pm-7:55pm [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Vo, Danny (W00635022) [Primary, 100%]","MIC 254 - General Classroom; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Mission","Yes","(None Assigned)","7","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","24","40","21","0","0","WI","","","","","","","","Room Request: MIC 277","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55276"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1167","34921","Spring 2026","202630","MATH","MATH"," 98","MATH 98","34921 (862)","Precalculus & Trigonometry","Precalculus & Trigonometry","Online Hybrid","","Sa 10:10am-11am","Sa 10:10am-11am (05/16/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","HBB 380; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","7","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","20","40","26","0","0","WI","","","","","","","","Room Request: Same room as MATH 115-34248 and STAT 80-36280","","This class requires one in-person meeting and the use of Canvas. The in-person meeting will be held on Saturday, May 16th, from 10:00 am to 11:00 am for the Final Exam. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"STAT 80 - Introduction to Statistics"
,"1891","36274","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36274 (001)","Introduction to Statistics","","Lecture","","TR 10:10am-12:25pm","TR 10:10am-12:25pm [Lecture (Class)]","Hu, Thomas (W00001619) [Primary, 100%]","HC 215","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","20","35","0","0","0","W","","","","","","","","Room Request: HBB","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1892","36275","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36275 (002)","Introduction to Statistics","","Lecture","","TR 9:10am-11:25am","TR 9:10am-11:25am [Lecture (Class)]; Does Not Meet [Lecture (Class)]","Lum, Lily (W00076775) [Primary, 100%]; Lum, Lily (W00076775) [100%]","HBB 255; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","32","35","0","0","0","W","","","","","","","","Room Request: HBB 255
General Instructor Request: Smart Classroom with a teacher workstation","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus. In this section, students have the opportunity to learn some Python programming and apply their skills in homework assignments and activities. Knowledge of Python is not required - all are welcome! 
","Exclude (E)","High School Exemption (CHSS) ","",""
,"1895","36277","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36277 (005)","Introduction to Statistics","","Lecture","","TR 1:10pm-3:25pm","TR 1:10pm-3:25pm [Lecture (Class)]","Hu, Thomas (W00001619) [Primary, 100%]","HBB 370","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","24","35","0","0","0","W","","","","","","","","Room Request: HBB","","This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1897","36278","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36278 (931)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]; Does Not Meet [Online Learning (Class)]","Bertens, Matthew (W00081349) [Primary, 100%]; Bertens, Matthew (W00081349) [100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","40","40","0","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1902","36279","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36279 (934)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Lecture (To Be Arranged)]","Aggarwal, Monica (S00008434) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","36","40","0","0","0","DI","","","","","","","","","","This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:maggarwal@ccsf.edu?subject=Question%20about%20STAT%20C1000%20CRN%2036279"">send email</a> to the instructor if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1899","36281","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36281 (961)","Introduction to Statistics","","Online Hybrid","","Sa 10:10am-12pm","Sa 10:10am-12pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","CHNB 1401; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Chinatown/North Beach","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","21","40","0","0","0","DI","","","","","","","","","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:friazati@ccsf.edu?subject=Question%20about%20STAT%20C1000%20CRN%2036281"">send email</a> to the instructor if they have questions before the semester begins.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1913","36280","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36280 (962)","Introduction to Statistics","","Online Hybrid","","Sa 11:40am-12:30pm","Sa 11:40am-12:30pm (05/16/2026) [Online Hybrid (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Nguyen, Sean (W99184420) [Primary, 100%]","HBB 398; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","24","40","0","0","0","DI","","","","","","","","Room Request: Same room as MATH 115-34248 and MATH 98-34921","","This class requires one in-person meeting and the use of Canvas. The in-person meeting will be held on Saturday, May 16th, from 11:30 am to 12:30 pm for the Final Exam. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/snguyen"">Instructor's Website</a>.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"1901","36282","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36282 (963)","Introduction to Statistics","","Online Hybrid","","R 12:10pm-2:25pm","R 12:10pm-2:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Page II, Ronald (@00264621) [Primary, 100%]","HBB 255; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material;  Metro Transfer Program; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","17","40","0","0","0","DI","","","","","","","","Room Request: HBB 255
Note: 10 seats reserved for Metro Transfer Program","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55262"">Instructor's Website</a>. This section is part of the CCSF Metro Transfer Program. For more information, contact the Metro Transfer Coordinator, A-ron Orpilla - aorpilla@ccsf.edu, or metro@ccsf.edu.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1904","36284","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36284 (966)","Introduction to Statistics","","Online Hybrid","","F 10:30am-12:20pm","F 10:30am-12:20pm (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Stevens, Alice (W00172903) [Primary, 100%]","STEM 317; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","0","0","0","DI","","","","","","","","Room Request: STEM 317","","This class requires one in-person meeting and the use of Canvas. The in-person meeting is for the Final Exam that is scheduled for Friday, May 15th, from 10:30 am - 12:20 pm. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/astevens"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1905","36285","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36285 (967)","Introduction to Statistics","","Online Hybrid","","F 1:10pm-3pm","F 1:10pm-3pm (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Stevens, Alice (W00172903) [Primary, 100%]","HBB 370; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","0","0","0","DI","","","","","","","","Room Request: STEM 317","","This class requires one in-person meeting and the use of Canvas. The in-person meeting is for the Final Exam that is scheduled for Friday, May 15th, from 1:10 pm - 3:00 pm. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/mail.ccsf.edu/astevens"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1906","36286","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36286 (968)","Introduction to Statistics","","Online Hybrid","","F 11:10am-1pm","F 11:10am-1pm (03/06/2026) [Lecture (Class)]; F 11:10am-1pm (03/20/2026) [Lecture (Class)]; F 11:10am-1pm (04/10/2026) [Lecture (Class)]; F 11:10am-1pm (04/24/2026) [Lecture (Class)]; F 11:10am-1pm (05/15/2026) [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Bertens, Matthew (W00081349) [Primary, 100%]","HBB 398; HBB 330; No Room Assigned","Active","12 week session (2/23/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","33","40","0","0","0","DI","","","","","","","","Room Request: STEM 317 or same Room as MATH 110A (962)","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 12 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/a/mail.ccsf.edu/matthew-bertens"">Instructor's Website</a>.

","Exclude (E)","High School Exemption (CHSS) ","",""
,"2227","36287","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36287 (969)","Introduction to Statistics","","Online Hybrid","","W 6:10pm-8:25pm","W 6:10pm-8:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Aggarwal, Monica (S00008434) [Primary, 100%]","HBB 255; No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","19","40","0","0","0","DI","","","","","","","","Room Request: HBB 255","","This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>. Students can <a href=""mailto:maggarwal@ccsf.edu?subject=Question%20about%20STAT%20C1000%20CRN%2036287"">send email</a> to the instructor if they have questions before the semester begins.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"1907","36288","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36288 (S01)","Introduction to Statistics","","Lecture","","MW 11:10am-1:25pm","MW 11:10am-1:25pm [Lecture (Class)]","Vysotskiy, Vitaliy (W00641290) [Primary, 100%]","HC 214","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","22","35","0","0","0","W","","","","","","","","Room/Building Request: A smart classroom with a teacher workstation in HC or JDVL","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36288 and 36293 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1909","36289","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36289 (S03)","Introduction to Statistics","","Lecture","","MW 8:40am-10:55am","MW 8:40am-10:55am [Lecture (Class)]","Maoujoudi, Abdelhak (@00286331) [Primary, 100%]","HC 215","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","0","0","0","W","","","","","","","","Room Request: A smart classroom with a teacher workstation and the same room as STAT 80S (S03)","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36289 and 36294 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1912","36290","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36290 (S31)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]","Fredericks, James (@00080129) [Primary, 100%]","No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","49","40","0","0","0","WI","","","","","","","","","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36290 and 36295 must be added together. This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check the <a href=""https://sites.google.com/view/jamesfredericks"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1903","36291","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36291 (S32)","Introduction to Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Lecture (Class)]","Page II, Ronald (@00264621) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: Low-Cost Material; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","29","40","0","0","0","DI","","","","","","","","","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36291 and 36296 must be added together. This class requires the use of Canvas with no required in-person meetings. Students will complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 16 weeks. For student support and other services, students can check the <a href=""https://ccsf.instructure.com/courses/55262"">Instructor's Website</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2273","36399","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36399 (S33)","Introduction to Statistics","","Lecture","","TR 6:10pm-8:25pm","TR 6:10pm-8:25pm [Lecture (Class)]","Rebouh, Mousa (W00228633) [Primary, 100%]","HC 205","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","26","35","0","0","0","W","","","","","","","","4 seats reserved for students in the AON apprenticeship cohort

Room Request: A smart-classroom; The same room as the related support section of STAT 80S S33. ","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36399 and 36398 must be added together. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus. 4 seats reserved for students in the AON apprenticeship cohort.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1908","36292","Spring 2026","202630","MATH","STAT"," 80","STAT 80","36292 (S62)","Introduction to Statistics","","Online Hybrid","","T 11:10am-1:25pm","T 11:10am-1:25pm [Lecture (Class)]; Does Not Meet [Online Learning (To Be Arranged)]","Mohammadzadeh, Sonny (@00256571) [Primary, 100%]","JDVL 805; No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","5","CalGETC 2: Math & Quant Reason; InsMa: No-Cost OER; CCSF 2: Mathematics","CalGETC 2: Math & Quant Reason; CCSF 2: Mathematics","37","40","0","0","0","WI","","","","","","","","Room Request: CLOU 202, ART 315, or a smart classroom with a teacher workstation, and the same as MATH 115 (001) and STAT 80S (S62)","","IMPORTANT: This section of STAT C1000 is linked to STAT 80S, a support course that offers additional support and an embedded tutor. CRNs 36292 and 36297 must be added together. This class requires in-person meetings and the use of Canvas. In-person meeting information (meeting days, times, location) is in the class schedule. Students will also complete coursework in Canvas, which must be accessed using an internet-enabled device. This class is part of <a href=""https://ccsf.edu/cityonline"">CityOnline</a> and is 17.5 weeks. For student support and other services, students can check <a href=""https://ccsf.instructure.com/courses/39802/pages/welcome"">Welcome to CityOnline</a>.","Exclude (E)","High School Exemption (CHSS) ","",""
"STAT 80S - Support for Statistics"
,"1914","36293","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36293 (S01)","Support for Statistics","","Lecture","","MW 1:40pm-2:30pm","MW 1:40pm-2:30pm [Lecture (Class)]","Vysotskiy, Vitaliy (W00641290) [Primary, 100%]","HC 214","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","22","35","0","0","0","W","","","","","","","","Room/Building Request: A smart classroom with a teacher workstation in HC or JDVL","","This is the co-requisite support class for STAT C1000 CRN 36288. CRNs 36288 and 36293 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.
","Exclude (E)","High School Exemption (CHSS) ","",""
,"1916","36294","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36294 (S03)","Support for Statistics","","Lecture","","MW 11:10am-12pm","MW 11:10am-12pm [Lecture (Class)]","Maoujoudi, Abdelhak (@00286331) [Primary, 100%]","HC 215","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","26","35","0","0","0","W","","","","","","","","Room Request: A smart classroom with a teacher workstation and the same room as STAT C1000 (S03)","","This is the co-requisite support class for STAT C1000 CRN 36289. CRNs 36289 and 36294 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1919","36295","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36295 (S31)","Support for Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (To Be Arranged)]","Fredericks, James (@00080129) [Primary, 100%]","No Room Assigned","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","2","InsMa: No-Cost OER","","49","40","0","0","0","WI","","","","","","","","","","This is the co-requisite support class for STAT C1000 CRN 36290. CRNs 36290 and 36295 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2123","36296","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36296 (S32)","Support for Statistics","","Online Learning","","Does Not Meet","Does Not Meet [Online Learning (Class)]","Page II, Ronald (@00264621) [Primary, 100%]","No Room Assigned","Active","16 week session (1/26/26 to 5/20/26)","","","Evening","Online","Yes","(None Assigned)","2","InsMa: Low-Cost Material","","29","40","0","0","0","DI","","","","","","","","","","This is the co-requisite support class for STAT C1000 CRN 36291. CRNs 36291 and 36296 must be added together. The course policies are the same for both courses.","Exclude (E)","High School Exemption (CHSS) ","",""
,"2274","36398","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36398 (S33)","Support for Statistics","","Lecture","","TR 5:10pm-6pm","TR 5:10pm-6pm [Lecture (Class)]","Rebouh, Mousa (W00228633) [Primary, 100%]","HBB 250","Active","Full Term (1/9/26 to 5/20/26)","","","Evening","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","26","35","0","0","0","W","","","","","","","","4 seats reserved for students in the AON apprenticeship cohort

Room Request: Smart-classroom; The same room as STAT 80 S33.","","This is the co-requisite support class for STAT C1000 CRN 36389. CRNs 36389 and 36398 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus. 4 seats reserved for students in the AON apprenticeship cohort.","Exclude (E)","High School Exemption (CHSS) ","",""
,"1915","36297","Spring 2026","202630","MATH","STAT"," 80S","STAT 80S","36297 (S62)","Support for Statistics","","Lecture","","R 11:10am-1pm","R 11:10am-1pm [Lecture (Class)]","Mohammadzadeh, Sonny (@00256571) [Primary, 100%]","JDVL 805","Active","Full Term (1/9/26 to 5/20/26)","","","Day","Ocean","Yes","(None Assigned)","2","InsMa: No-Cost OER","","37","40","0","0","0","W","","","","","","","","Room Request: CLOU 202, ART 315, or a smart classroom with a teacher workstation, and the same as MATH 115 (001) and STAT C1000 (S62)","","This is the co-requisite support class for STAT C1000 CRN 36292. CRNs 36292 and 36297 must be added together. The course policies are the same for both courses. This 17.5-week class requires the use of Canvas and an internet-enabled device. All class sessions will occur in person at the Ocean Campus.","Exclude (E)","High School Exemption (CHSS) ","",""
